PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel,PlaytimeCategory,PurchaseStatus
9160,46,Male,Europe,Strategy,21,0,Easy,18,164,26,41,High,Medium,No Purchase
9161,18,Female,Europe,Sports,16,0,Easy,11,90,2,5,Medium,Medium,No Purchase
9162,25,Female,USA,RPG,14,0,Easy,8,110,33,28,Medium,Medium,No Purchase
9163,31,Male,Europe,Sports,3,0,Hard,12,103,80,13,High,Low,No Purchase
9164,38,Female,USA,Strategy,13,0,Medium,0,146,4,13,Low,Medium,No Purchase
9165,19,Male,USA,RPG,22,1,Medium,10,30,55,9,Low,Medium,Purchased
9166,48,Male,Asia,Simulation,15,0,Medium,15,133,32,25,High,Medium,No Purchase
9167,20,Male,USA,Strategy,7,0,Hard,4,166,81,31,Medium,Low,No Purchase
9168,36,Male,Europe,Action,20,0,Easy,11,142,61,48,High,Medium,No Purchase
9169,25,Female,Asia,RPG,10,0,Medium,13,102,7,40,Medium,Medium,No Purchase
9170,30,Female,Europe,Sports,2,0,Easy,5,144,79,13,Medium,Low,No Purchase
9171,47,Male,USA,Strategy,12,0,Medium,15,67,83,27,Medium,Medium,No Purchase
9172,23,Male,USA,Sports,18,1,Medium,9,105,56,39,Medium,Medium,Purchased
9173,20,Male,USA,Simulation,22,0,Medium,4,98,67,26,Medium,Medium,No Purchase
9174,30,Male,USA,Sports,16,0,Medium,14,89,67,14,Medium,Medium,No Purchase
9175,43,Female,USA,Strategy,20,0,Medium,3,80,5,41,Low,Medium,No Purchase
9176,17,Female,Europe,RPG,18,1,Easy,6,24,49,1,Low,Medium,Purchased
9177,34,Female,USA,Strategy,4,1,Easy,16,31,20,20,Medium,Low,Purchased
9178,33,Male,Other,Action,24,0,Hard,19,105,3,37,High,Medium,No Purchase
9179,40,Female,Europe,Action,1,0,Easy,16,47,61,7,Medium,Low,No Purchase
9180,17,Male,Europe,Sports,7,0,Easy,18,20,23,19,Medium,Low,No Purchase
9181,33,Female,Europe,Sports,18,0,Easy,6,149,16,17,Medium,Medium,No Purchase
9182,34,Male,Europe,Strategy,3,0,Easy,13,50,10,2,Medium,Low,No Purchase
9183,46,Male,Europe,Sports,14,0,Easy,14,10,64,39,Low,Medium,No Purchase
9184,21,Male,Asia,Sports,15,0,Easy,9,116,62,3,Medium,Medium,No Purchase
9185,47,Male,Asia,Sports,17,0,Easy,15,152,36,5,High,Medium,No Purchase
9186,32,Female,Europe,RPG,4,0,Medium,14,128,79,24,High,Low,No Purchase
9187,15,Female,Other,Action,5,1,Hard,16,65,74,23,Medium,Low,Purchased
9188,25,Female,Europe,RPG,3,0,Easy,1,71,49,48,Low,Low,No Purchase
9189,42,Male,USA,Strategy,4,0,Easy,12,90,67,35,Medium,Low,No Purchase
9190,39,Male,USA,Simulation,20,0,Medium,16,151,64,36,High,Medium,No Purchase
9191,37,Female,USA,Action,3,0,Easy,4,121,14,11,Medium,Low,No Purchase
9192,45,Female,Other,Strategy,10,1,Easy,5,48,84,15,Low,Medium,Purchased
9193,44,Male,USA,Sports,0,1,Easy,19,55,29,30,Medium,Low,Purchased
9194,49,Female,USA,Simulation,18,0,Hard,9,45,68,49,Medium,Medium,No Purchase
9195,21,Female,Asia,Simulation,23,0,Medium,10,111,52,23,Medium,Medium,No Purchase
9196,30,Female,USA,Simulation,7,1,Easy,2,12,62,40,Low,Low,Purchased
9197,40,Male,USA,RPG,7,1,Hard,6,36,39,24,Low,Low,Purchased
9198,16,Female,Asia,Strategy,14,1,Easy,14,102,54,44,High,Medium,Purchased
9199,15,Male,Europe,RPG,3,0,Medium,3,57,50,14,Low,Low,No Purchase
9200,26,Female,Europe,RPG,14,0,Hard,5,175,75,7,Medium,Medium,No Purchase
9201,19,Male,USA,Action,13,0,Easy,13,14,71,48,High,Medium,No Purchase
9202,46,Female,Europe,RPG,10,0,Easy,16,84,26,29,Medium,Medium,No Purchase
9203,23,Female,Asia,Sports,17,0,Medium,5,88,55,39,Medium,Medium,No Purchase
9204,49,Male,Asia,Simulation,13,0,Easy,14,159,45,28,High,Medium,No Purchase
9205,33,Female,Europe,Strategy,20,0,Easy,12,125,54,26,High,Medium,No Purchase
9206,30,Male,USA,RPG,17,0,Easy,1,74,26,15,Low,Medium,No Purchase
9207,17,Male,Asia,Strategy,14,0,Easy,10,103,94,8,Medium,Medium,No Purchase
9208,34,Male,Europe,Action,8,0,Easy,3,33,10,35,Low,Low,No Purchase
9209,38,Male,Asia,Simulation,1,1,Medium,7,60,44,1,Medium,Low,Purchased
9210,47,Female,USA,Action,9,0,Easy,8,20,68,12,Low,Low,No Purchase
9211,38,Male,Europe,RPG,19,0,Medium,2,93,30,20,Low,Medium,No Purchase
9212,25,Female,Other,Strategy,21,0,Easy,15,166,12,42,High,Medium,No Purchase
9213,22,Male,USA,Action,20,0,Easy,8,91,87,34,Medium,Medium,No Purchase
9214,34,Female,Other,Simulation,9,1,Medium,1,168,47,23,Low,Low,Purchased
9215,49,Male,USA,RPG,1,0,Easy,19,32,72,26,Medium,Low,No Purchase
9216,39,Male,Europe,RPG,23,1,Easy,18,109,92,28,High,Medium,Purchased
9217,49,Female,Asia,Simulation,16,0,Easy,14,118,85,21,High,Medium,No Purchase
9218,39,Male,USA,Action,12,0,Easy,9,76,25,4,Medium,Medium,No Purchase
9219,43,Female,Asia,Strategy,19,0,Easy,4,169,78,5,Medium,Medium,No Purchase
9220,32,Male,USA,Simulation,2,0,Easy,6,172,33,43,Medium,Low,No Purchase
9221,32,Male,Europe,Action,2,0,Medium,18,179,42,3,High,Low,No Purchase
9222,16,Female,Asia,Sports,17,0,Medium,10,138,90,8,Medium,Medium,No Purchase
9223,49,Female,USA,Action,2,0,Easy,17,27,33,38,Medium,Low,No Purchase
9224,30,Male,USA,Action,1,0,Medium,4,170,45,20,Medium,Low,No Purchase
9225,47,Female,Other,Sports,17,0,Easy,14,150,50,30,High,Medium,No Purchase
9226,18,Male,Asia,Simulation,18,0,Easy,3,118,61,45,Medium,Medium,No Purchase
9227,47,Male,Asia,Simulation,10,0,Medium,1,82,14,48,Low,Medium,No Purchase
9228,28,Male,Europe,Action,9,0,Easy,2,121,82,19,Low,Low,No Purchase
9229,35,Female,Asia,Sports,11,0,Easy,19,164,61,47,High,Medium,No Purchase
9230,34,Male,Other,Strategy,9,0,Easy,15,70,26,29,Medium,Low,No Purchase
9231,22,Male,Europe,Action,11,0,Easy,1,140,81,30,Low,Medium,No Purchase
9232,21,Female,Asia,Strategy,4,0,Medium,0,146,58,37,Low,Low,No Purchase
9233,17,Male,USA,RPG,14,1,Easy,11,23,4,7,Low,Medium,Purchased
9234,31,Male,Europe,Simulation,12,1,Easy,11,87,88,34,Medium,Medium,Purchased
9235,47,Male,USA,Action,16,0,Easy,4,76,69,43,Medium,Medium,No Purchase
9236,26,Male,Europe,Action,4,0,Easy,3,68,5,2,Low,Low,No Purchase
9237,36,Male,USA,Sports,2,1,Hard,2,71,91,13,Low,Low,Purchased
9238,36,Male,USA,Sports,19,0,Easy,13,160,3,0,High,Medium,No Purchase
9239,44,Male,USA,RPG,22,0,Hard,15,101,24,7,Medium,Medium,No Purchase
9240,22,Male,Europe,Sports,4,0,Hard,1,122,90,42,Medium,Low,No Purchase
9241,41,Female,Europe,Strategy,10,1,Easy,12,61,88,42,Medium,Medium,Purchased
9242,41,Female,USA,Sports,17,0,Hard,1,26,42,24,Low,Medium,No Purchase
9243,48,Female,Other,Sports,13,0,Easy,18,79,52,1,Medium,Medium,No Purchase
9244,35,Male,USA,Action,14,0,Easy,10,65,96,15,Medium,Medium,No Purchase
9245,44,Male,Asia,Sports,8,0,Medium,10,63,54,20,Medium,Low,No Purchase
9246,47,Female,USA,Action,3,0,Medium,10,36,6,27,Medium,Low,No Purchase
9247,42,Female,USA,Strategy,23,1,Easy,11,144,49,41,High,Medium,Purchased
9248,47,Male,USA,RPG,18,0,Hard,3,88,56,41,Medium,Medium,No Purchase
9249,19,Male,Other,RPG,8,1,Medium,2,159,17,32,Medium,Low,Purchased
9250,33,Female,Asia,Action,17,0,Easy,3,57,62,9,Low,Medium,No Purchase
9251,18,Male,USA,RPG,9,0,Medium,1,95,40,32,Low,Low,No Purchase
9252,49,Male,USA,Sports,5,0,Medium,0,75,7,36,Medium,Low,No Purchase
9253,31,Male,Europe,Simulation,16,0,Easy,17,52,94,9,Medium,Medium,No Purchase
9254,42,Female,USA,Simulation,10,0,Easy,7,107,96,26,Medium,Medium,No Purchase
9255,44,Female,Other,Simulation,3,1,Easy,17,174,82,2,Low,Low,Purchased
9256,43,Female,Asia,Simulation,8,0,Hard,19,33,92,15,Medium,Low,No Purchase
9257,20,Female,Asia,Sports,9,0,Hard,5,68,15,43,Medium,Low,No Purchase
9258,49,Male,USA,Strategy,9,1,Easy,9,42,68,14,Medium,Low,Purchased
9259,38,Female,USA,Strategy,14,0,Easy,15,165,71,8,High,Medium,No Purchase
9260,43,Male,Other,RPG,10,1,Medium,12,10,56,38,Low,Medium,Purchased
9261,45,Male,Europe,Sports,18,1,Medium,18,66,47,0,Medium,Medium,Purchased
9262,49,Female,Europe,RPG,15,0,Medium,17,65,5,47,Medium,Medium,No Purchase
9263,47,Male,Europe,RPG,13,0,Easy,9,140,7,36,Low,Medium,No Purchase
9264,35,Male,USA,Strategy,18,0,Hard,11,56,63,9,Medium,Medium,No Purchase
9265,46,Female,Asia,Simulation,22,0,Medium,4,28,28,35,Low,Medium,No Purchase
9266,37,Female,Other,Action,5,1,Easy,6,104,76,18,Medium,Low,Purchased
9267,47,Male,USA,Sports,19,0,Medium,17,14,93,36,Medium,Medium,No Purchase
9268,17,Male,USA,Simulation,10,0,Medium,0,60,25,32,Low,Medium,No Purchase
9269,32,Male,USA,RPG,14,0,Medium,17,44,71,37,Medium,Medium,No Purchase
9270,39,Female,USA,Action,20,0,Medium,17,57,47,33,Medium,Medium,No Purchase
9271,45,Male,USA,Simulation,13,1,Easy,0,121,20,26,Low,Medium,Purchased
9272,17,Female,USA,Strategy,4,0,Medium,2,93,77,7,Low,Low,No Purchase
9273,38,Male,USA,Sports,23,0,Medium,0,146,48,27,Low,Medium,No Purchase
9274,46,Male,Europe,Strategy,20,1,Easy,8,92,95,49,Medium,Medium,Purchased
9275,36,Male,Asia,RPG,3,0,Easy,2,146,3,34,Low,Low,No Purchase
9276,37,Male,Other,RPG,4,1,Easy,2,14,69,38,Low,Low,Purchased
9277,16,Female,USA,Simulation,8,0,Medium,10,127,77,37,High,Low,No Purchase
9278,41,Female,Europe,RPG,11,0,Easy,10,87,77,38,Medium,Medium,No Purchase
9279,16,Male,Europe,Action,4,0,Easy,0,24,50,36,Low,Low,No Purchase
9280,40,Male,Europe,Action,11,1,Hard,1,145,60,25,High,Medium,Purchased
9281,31,Female,Asia,RPG,11,0,Easy,5,158,66,29,Medium,Medium,No Purchase
9282,47,Male,USA,Simulation,6,0,Hard,7,162,91,11,Medium,Low,No Purchase
9283,23,Female,USA,Action,4,1,Easy,14,12,75,43,Medium,Low,Purchased
9284,43,Male,USA,Sports,4,0,Easy,2,179,1,38,Medium,Low,No Purchase
9285,40,Male,USA,Simulation,20,1,Easy,10,101,11,39,High,Medium,Purchased
9286,49,Male,Europe,Simulation,19,0,Easy,8,87,13,28,Medium,Medium,No Purchase
9287,39,Male,USA,Action,0,0,Easy,7,146,39,19,Medium,Low,No Purchase
9288,38,Male,USA,RPG,5,1,Hard,6,59,30,7,Medium,Low,Purchased
9289,27,Female,USA,Strategy,1,0,Easy,16,124,7,45,High,Low,No Purchase
9290,21,Male,USA,Sports,3,0,Medium,1,45,89,43,Low,Low,No Purchase
9291,34,Male,USA,Strategy,2,0,Hard,4,20,19,19,Low,Low,No Purchase
9292,15,Male,Europe,Simulation,18,0,Hard,12,56,80,46,Medium,Medium,No Purchase
9293,22,Female,USA,Action,9,0,Hard,16,71,22,1,Medium,Low,No Purchase
9294,30,Female,Other,RPG,17,0,Easy,2,44,75,24,Low,Medium,No Purchase
9295,28,Female,USA,Simulation,13,0,Easy,17,82,68,31,High,Medium,No Purchase
9296,26,Male,USA,Sports,6,0,Easy,11,55,44,1,Medium,Low,No Purchase
9297,37,Female,USA,Simulation,12,1,Easy,12,79,40,5,Medium,Medium,Purchased
9298,29,Female,Europe,Sports,6,0,Easy,11,107,93,46,Medium,Low,No Purchase
9299,42,Male,Europe,RPG,8,0,Hard,18,107,76,8,High,Low,No Purchase
9300,48,Male,Other,Sports,21,0,Easy,12,178,39,39,High,Medium,No Purchase
9301,16,Female,USA,Sports,20,0,Medium,13,45,83,27,Medium,Medium,No Purchase
9302,46,Male,USA,Action,11,0,Medium,9,108,83,48,Medium,Medium,No Purchase
9303,37,Male,Asia,RPG,4,1,Medium,15,70,24,36,Medium,Low,Purchased
9304,36,Male,Asia,Simulation,4,0,Easy,19,43,11,25,Medium,Low,No Purchase
9305,39,Male,USA,Simulation,16,0,Medium,0,158,7,48,Low,Medium,No Purchase
9306,36,Male,Asia,RPG,12,1,Hard,2,86,97,11,Low,Medium,Purchased
9307,36,Female,Europe,Strategy,13,0,Medium,7,156,81,34,Medium,Medium,No Purchase
9308,20,Female,USA,RPG,2,0,Medium,6,168,52,30,Medium,Low,No Purchase
9309,29,Male,USA,RPG,9,1,Easy,12,28,7,1,Low,Low,Purchased
